Month,Year,Product_id,Region,Units_expected,Stock,Percentage
November,2025,116,Zona Metropolitana De Guadalajara,591,555,93.91
March,2025,37,Sur,837,786,93.91
November,2025,104,Sur,903,848,93.91
June,2025,22,Sureste,590,554,93.9
July,2025,103,Zona Metropolitana De Guadalajara,935,878,93.9
December,2025,39,Noroeste,1132,1063,93.9
August,2025,108,Sur,1394,1309,93.9
June,2025,21,Sur,442,415,93.89
December,2025,77,Sureste,835,784,93.89
May,2025,6,Sur,916,860,93.89
October,2025,64,Sur,1030,967,93.88
September,2025,43,Sur,1565,1469,93.87
June,2025,35,Sur,880,826,93.86
March,2025,58,Sur,894,839,93.85
August,2025,57,Sur,1269,1191,93.85
October,2025,100,Sur,941,883,93.84
March,2025,105,Sur,938,880,93.82
May,2025,91,Bajío,759,712,93.81
July,2025,12,Sur,1227,1151,93.81
May,2025,54,Bajío,1648,1546,93.81
September,2025,105,Sureste,1065,999,93.8
June,2025,8,Bajío,1259,1181,93.8
November,2025,122,Sur,499,468,93.79
November,2025,29,Bajío,757,710,93.79
October,2025,59,Sureste,1334,1251,93.78
January,2025,71,Sureste,1494,1401,93.78
January,2025,3,Sureste,883,828,93.77
December,2025,38,Sur,1043,978,93.77
September,2025,123,Noroeste,1301,1220,93.77
December,2025,70,Sur,561,526,93.76
August,2025,35,Bajío,1551,1454,93.75
July,2025,83,Noroeste,1585,1486,93.75
December,2025,117,Noroeste,1007,944,93.74
February,2025,30,Sur,557,522,93.72
December,2025,82,Sureste,1211,1135,93.72
March,2025,96,Sureste,1688,1582,93.72
December,2025,95,Ciudad De México,1831,1716,93.72
July,2025,100,Ciudad De México,1685,1579,93.71
December,2025,95,Zona Metropolitana De Monterrey,1843,1727,93.71
January,2025,67,Sur,603,565,93.7
December,2025,40,Sureste,1174,1100,93.7
March,2025,125,Bajío,1651,1547,93.7
June,2025,113,Sureste,1570,1471,93.69
April,2025,10,Zona Metropolitana De Monterrey,1029,964,93.68
June,2025,77,Sureste,1060,993,93.68
November,2025,32,Sureste,1361,1275,93.68
September,2025,90,Bajío,711,666,93.67
February,2025,98,Sureste,1359,1273,93.67
June,2025,37,Zona Metropolitana De Guadalajara,1596,1495,93.67
July,2025,13,Zona Metropolitana De Guadalajara,1527,1430,93.65
March,2025,122,Sureste,659,617,93.63
January,2025,6,Sur,863,808,93.63
August,2025,78,Sureste,1128,1056,93.62
July,2025,3,Sureste,1001,937,93.61
July,2025,59,Zona Metropolitana De Guadalajara,1298,1215,93.61
May,2025,31,Bajío,1329,1244,93.6
March,2025,13,Bajío,1751,1639,93.6
September,2025,124,Noroeste,593,555,93.59
October,2025,45,Noroeste,1357,1270,93.59
April,2025,7,Sur,904,846,93.58
May,2025,84,Sureste,1091,1021,93.58
October,2025,107,Sur,1323,1238,93.58
May,2025,56,Sureste,996,932,93.57
September,2025,44,Bajío,1276,1194,93.57
April,2025,38,Noroeste,1431,1339,93.57
May,2025,21,Bajío,621,581,93.56
September,2025,55,Sur,1319,1234,93.56
July,2025,70,Sur,558,522,93.55
March,2025,23,Zona Metropolitana De Guadalajara,775,725,93.55
March,2025,116,Bajío,650,608,93.54
May,2025,38,Bajío,1329,1243,93.53
March,2025,115,Noroeste,1417,1325,93.51
October,2025,118,Sureste,1093,1022,93.5
March,2025,24,Noroeste,522,488,93.49
February,2025,66,Bajío,1351,1263,93.49
February,2025,1,Zona Metropolitana De Guadalajara,1367,1278,93.49
February,2025,23,Sur,537,502,93.48
February,2025,111,Sureste,798,746,93.48
August,2025,22,Sureste,383,358,93.47
November,2025,82,Sur,950,888,93.47
November,2025,50,Sureste,885,827,93.45
January,2025,128,Bajío,947,885,93.45
November,2025,84,Sur,1129,1055,93.45
October,2025,117,Zona Metropolitana De Guadalajara,1160,1084,93.45
May,2025,33,Sureste,1176,1099,93.45
July,2025,98,Sureste,1480,1383,93.45
December,2025,93,Zona Metropolitana De Guadalajara,1630,1523,93.44
February,2025,59,Noroeste,1233,1152,93.43
September,2025,112,Noroeste,1385,1294,93.43
August,2025,43,Sur,1487,1389,93.41
October,2025,23,Sureste,576,538,93.4
April,2025,48,Sureste,818,764,93.4
March,2025,74,Sureste,1045,976,93.4
February,2025,32,Noroeste,1408,1315,93.39
October,2025,130,Zona Metropolitana De Monterrey,1437,1342,93.39
June,2025,46,Zona Metropolitana De Guadalajara,1267,1183,93.37
December,2025,91,Zona Metropolitana De Guadalajara,1021,953,93.34
July,2025,46,Sureste,1051,981,93.34
March,2025,20,Zona Metropolitana De Guadalajara,1708,1594,93.33
November,2025,88,Zona Metropolitana De Monterrey,747,697,93.31
March,2025,16,Noroeste,1584,1478,93.31
August,2025,35,Ciudad De México,1599,1492,93.31
November,2025,87,Ciudad De México,2227,2078,93.31
August,2025,83,Noroeste,1500,1399,93.27
March,2025,116,Sureste,623,581,93.26
February,2025,117,Sureste,1038,968,93.26
June,2025,43,Sur,1542,1438,93.26
September,2025,20,Zona Metropolitana De Monterrey,1813,1690,93.22
July,2025,45,Ciudad De México,1904,1775,93.22
March,2025,48,Noroeste,1029,959,93.2
March,2025,126,Zona Metropolitana De Monterrey,1073,1000,93.2
May,2025,17,Sureste,1632,1521,93.2
May,2025,51,Noroeste,1042,971,93.19
October,2025,49,Noroeste,1173,1093,93.18
February,2025,59,Zona Metropolitana De Monterrey,1746,1627,93.18
May,2025,32,Sur,1025,955,93.17
July,2025,49,Noroeste,1172,1092,93.17
April,2025,20,Sur,1289,1201,93.17
September,2025,93,Zona Metropolitana De Monterrey,1508,1405,93.17
January,2025,28,Sur,497,463,93.16
July,2025,35,Sureste,1024,954,93.16
March,2025,59,Zona Metropolitana De Guadalajara,1243,1158,93.16
November,2025,84,Noroeste,1004,935,93.13
May,2025,35,Noroeste,1223,1139,93.13
January,2025,70,Sureste,567,528,93.12
February,2025,125,Noroeste,1352,1259,93.12
September,2025,114,Sur,1204,1121,93.11
September,2025,65,Sureste,1712,1594,93.11
July,2025,9,Sureste,1131,1053,93.1
March,2025,56,Bajío,1363,1269,93.1
April,2025,55,Sureste,1825,1699,93.1
June,2025,109,Noroeste,1432,1333,93.09
January,2025,9,Sureste,1142,1063,93.08
January,2025,98,Sur,1078,1003,93.04
August,2025,46,Sur,861,801,93.03
July,2025,74,Sureste,861,801,93.03
September,2025,1,Noroeste,1262,1174,93.03
September,2025,73,Sur,1089,1013,93.02
May,2025,36,Zona Metropolitana De Monterrey,1446,1345,93.02
May,2025,42,Noroeste,687,639,93.01
May,2025,119,Sur,1431,1331,93.01
January,2025,121,Sur,557,518,93.0
March,2025,107,Zona Metropolitana De Guadalajara,1884,1752,92.99
October,2025,104,Bajío,1011,940,92.98
July,2025,64,Noroeste,1069,994,92.98
January,2025,59,Sur,1140,1060,92.98
August,2025,107,Sur,1509,1403,92.98
July,2025,95,Bajío,1696,1577,92.98
July,2025,64,Sur,910,846,92.97
June,2025,58,Zona Metropolitana De Guadalajara,1308,1216,92.97
January,2025,83,Sureste,1593,1481,92.97
July,2025,32,Noroeste,881,819,92.96
August,2025,4,Sureste,1021,949,92.95
February,2025,57,Sur,1347,1252,92.95
January,2025,92,Ciudad De México,1048,974,92.94
May,2025,15,Sur,1063,988,92.94
October,2025,112,Sur,1233,1146,92.94
January,2025,122,Noroeste,665,618,92.93
March,2025,116,Ciudad De México,877,815,92.93
August,2025,62,Sur,976,907,92.93
April,2025,111,Zona Metropolitana De Guadalajara,1103,1025,92.93
October,2025,110,Sureste,918,853,92.92
March,2025,71,Sur,1158,1076,92.92
October,2025,72,Noroeste,1553,1443,92.92
February,2025,14,Ciudad De México,1908,1773,92.92
June,2025,42,Zona Metropolitana De Monterrey,818,760,92.91
January,2025,68,Zona Metropolitana De Guadalajara,1692,1572,92.91
July,2025,87,Zona Metropolitana De Guadalajara,1919,1783,92.91
September,2025,76,Sur,648,602,92.9
August,2025,73,Noroeste,1282,1191,92.9
October,2025,29,Zona Metropolitana De Monterrey,745,692,92.89
February,2025,104,Bajío,1154,1072,92.89
February,2025,28,Sureste,576,535,92.88
August,2025,11,Zona Metropolitana De Monterrey,2275,2113,92.88
November,2025,19,Sur,1403,1303,92.87
September,2025,93,Noroeste,1079,1002,92.86
August,2025,19,Sureste,1302,1209,92.86
May,2025,61,Bajío,1621,1505,92.84
July,2025,79,Noroeste,1663,1544,92.84
October,2025,58,Sur,948,880,92.83
December,2025,27,Sur,556,516,92.81
February,2025,76,Sureste,598,555,92.81
February,2025,91,Sureste,778,722,92.8
August,2025,71,Bajío,1996,1852,92.79
July,2025,5,Zona Metropolitana De Monterrey,1132,1050,92.76
March,2025,121,Noroeste,800,742,92.75
March,2025,75,Sur,814,755,92.75
August,2025,29,Sur,468,434,92.74
June,2025,102,Bajío,799,741,92.74
August,2025,7,Noroeste,964,894,92.74
September,2025,114,Noroeste,1528,1417,92.74
February,2025,82,Sureste,908,842,92.73
May,2025,96,Noroeste,1252,1161,92.73
June,2025,18,Sureste,1376,1276,92.73
June,2025,65,Noroeste,1706,1582,92.73
September,2025,128,Sureste,865,802,92.72
May,2025,2,Bajío,1292,1198,92.72
March,2025,127,Sur,1511,1401,92.72
February,2025,113,Noroeste,1905,1766,92.7
March,2025,124,Bajío,602,558,92.69
August,2025,71,Sureste,1314,1218,92.69
September,2025,37,Sur,1200,1112,92.67
June,2025,59,Sureste,993,920,92.65
March,2025,19,Sureste,1565,1450,92.65
August,2025,49,Sureste,1073,994,92.64
March,2025,39,Sur,1004,930,92.63
May,2025,121,Sureste,705,653,92.62
September,2025,46,Sur,1070,991,92.62
March,2025,71,Bajío,1504,1393,92.62
August,2025,6,Noroeste,853,790,92.61
March,2025,103,Zona Metropolitana De Monterrey,1204,1115,92.61
September,2025,14,Sureste,1232,1141,92.61
December,2025,53,Sur,784,726,92.6
January,2025,12,Sureste,1351,1251,92.6
December,2025,2,Noroeste,1052,974,92.59
October,2025,113,Sureste,1634,1513,92.59
November,2025,113,Sureste,1701,1575,92.59
October,2025,78,Sur,701,649,92.58
March,2025,13,Sur,1172,1085,92.58
June,2025,25,Sur,686,635,92.57
March,2025,124,Zona Metropolitana De Guadalajara,941,871,92.56
May,2025,29,Sureste,510,472,92.55
September,2025,67,Sur,577,534,92.55
November,2025,2,Noroeste,940,870,92.55
May,2025,99,Sureste,871,806,92.54
November,2025,59,Sur,1113,1030,92.54
June,2025,53,Noroeste,790,731,92.53
August,2025,74,Sureste,884,818,92.53
February,2025,92,Sureste,602,557,92.52
April,2025,37,Noroeste,1123,1039,92.52
February,2025,61,Sureste,1387,1283,92.5
May,2025,32,Sureste,1091,1009,92.48
June,2025,63,Zona Metropolitana De Guadalajara,1223,1131,92.48
August,2025,19,Sur,1330,1230,92.48
January,2025,13,Zona Metropolitana De Guadalajara,2018,1866,92.47
May,2025,38,Sureste,1576,1457,92.45
May,2025,64,Sur,1111,1027,92.44
May,2025,49,Sur,1017,940,92.43
January,2025,90,Sureste,620,573,92.42
May,2025,41,Sur,1172,1083,92.41
August,2025,33,Sur,1226,1133,92.41
February,2025,31,Zona Metropolitana De Guadalajara,1541,1424,92.41
February,2025,95,Bajío,1595,1474,92.41
August,2025,86,Noroeste,631,583,92.39
May,2025,108,Sur,1377,1272,92.37
February,2025,26,Sur,536,495,92.35
November,2025,120,Sur,614,567,92.35
June,2025,99,Noroeste,979,904,92.34
August,2025,106,Sureste,1057,976,92.34
March,2025,45,Sur,1071,989,92.34
June,2025,23,Noroeste,613,566,92.33
September,2025,92,Noroeste,691,638,92.33
December,2025,92,Noroeste,808,746,92.33
February,2025,44,Bajío,1369,1264,92.33
September,2025,44,Noroeste,1157,1068,92.31
December,2025,47,Noroeste,1660,1532,92.29
June,2025,83,Bajío,1713,1581,92.29
November,2025,74,Sureste,971,896,92.28
September,2025,24,Sureste,647,597,92.27
October,2025,114,Noroeste,1566,1445,92.27
September,2025,28,Sur,491,453,92.26
April,2025,21,Zona Metropolitana De Monterrey,672,620,92.26
November,2025,123,Sur,1254,1157,92.26
January,2025,106,Zona Metropolitana De Monterrey,2003,1848,92.26
April,2025,39,Zona Metropolitana De Guadalajara,1446,1334,92.25
November,2025,59,Ciudad De México,1844,1701,92.25
April,2025,26,Sur,593,547,92.24
March,2025,79,Sureste,1353,1248,92.24
March,2025,1,Sureste,1146,1057,92.23
April,2025,78,Ciudad De México,1300,1199,92.23
July,2025,108,Ciudad De México,1827,1685,92.23
April,2025,6,Sur,745,687,92.21
February,2025,67,Sur,665,613,92.18
June,2025,103,Sur,792,730,92.17
December,2025,130,Noroeste,919,847,92.17
January,2025,16,Ciudad De México,2479,2285,92.17
August,2025,44,Noroeste,1096,1010,92.15
August,2025,82,Sureste,1283,1182,92.13
April,2025,130,Zona Metropolitana De Guadalajara,1041,959,92.12
November,2025,19,Sureste,1760,1621,92.1
October,2025,34,Noroeste,1075,990,92.09
June,2025,111,Bajío,983,905,92.07
January,2025,80,Bajío,1034,952,92.07
August,2025,112,Sureste,1046,963,92.07
February,2025,51,Bajío,1084,998,92.07
October,2025,47,Bajío,2014,1854,92.06
May,2025,51,Sur,780,718,92.05
October,2025,122,Sureste,490,451,92.04
May,2025,18,Ciudad De México,2086,1920,92.04
February,2025,83,Noroeste,1581,1455,92.03
April,2025,104,Sur,702,646,92.02
February,2025,127,Sureste,1467,1350,92.02
November,2025,41,Ciudad De México,1956,1800,92.02
April,2025,57,Ciudad De México,2106,1938,92.02
December,2025,111,Sur,713,656,92.01
June,2025,35,Sureste,1110,1021,91.98
January,2025,78,Sur,795,731,91.95
August,2025,106,Sur,1130,1039,91.95
February,2025,56,Sureste,967,889,91.93
February,2025,90,Sur,544,500,91.91
December,2025,21,Sureste,543,499,91.9
February,2025,129,Sureste,1308,1202,91.9
September,2025,106,Noroeste,1135,1043,91.89
March,2025,108,Sur,1379,1267,91.88
January,2025,69,Noroeste,627,576,91.87
April,2025,38,Zona Metropolitana De Guadalajara,1316,1209,91.87
May,2025,44,Sureste,1314,1207,91.86
March,2025,5,Sur,673,618,91.83
March,2025,77,Noroeste,881,809,91.83
October,2025,103,Zona Metropolitana De Monterrey,1334,1225,91.83
February,2025,114,Sur,1334,1225,91.83
August,2025,125,Sur,1334,1225,91.83
July,2025,120,Sur,795,730,91.82
August,2025,52,Zona Metropolitana De Guadalajara,1479,1358,91.82
December,2025,113,Bajío,1612,1480,91.81
October,2025,23,Sur,535,491,91.78
January,2025,5,Sur,608,558,91.78
November,2025,75,Sureste,827,759,91.78
November,2025,61,Sur,923,847,91.77
August,2025,89,Bajío,1531,1405,91.77
October,2025,12,Sur,1190,1092,91.76
May,2025,35,Sureste,1419,1302,91.75
October,2025,96,Sur,1588,1457,91.75
January,2025,5,Noroeste,943,865,91.73
November,2025,80,Zona Metropolitana De Guadalajara,1294,1187,91.73
June,2025,7,Bajío,1015,931,91.72
October,2025,47,Sureste,1869,1714,91.71
August,2025,6,Sur,783,718,91.7
October,2025,120,Sureste,734,673,91.69
December,2025,124,Ciudad De México,806,739,91.69
August,2025,112,Zona Metropolitana De Guadalajara,1264,1159,91.69
August,2025,24,Bajío,649,595,91.68
December,2025,5,Ciudad De México,986,904,91.68
October,2025,51,Noroeste,1142,1047,91.68
July,2025,130,Bajío,1057,969,91.67
July,2025,62,Sur,911,835,91.66
December,2025,11,Sur,1199,1099,91.66
January,2025,11,Bajío,1571,1440,91.66
July,2025,7,Sureste,946,867,91.65
August,2025,36,Sur,970,889,91.65
February,2025,117,Noroeste,1090,999,91.65
March,2025,68,Noroeste,1689,1548,91.65
January,2025,45,Sur,1125,1031,91.64
October,2025,14,Bajío,1602,1468,91.64
January,2025,116,Noroeste,741,679,91.63
January,2025,128,Noroeste,848,777,91.63
April,2025,3,Noroeste,1040,953,91.63
February,2025,84,Sureste,1207,1106,91.63
May,2025,105,Noroeste,1291,1183,91.63
April,2025,27,Noroeste,501,459,91.62
April,2025,111,Sureste,716,656,91.62
July,2025,111,Sur,716,656,91.62
July,2025,72,Sur,1468,1345,91.62
June,2025,5,Noroeste,926,848,91.58
May,2025,91,Zona Metropolitana De Monterrey,1009,924,91.58
February,2025,107,Ciudad De México,2139,1959,91.58
November,2025,8,Sur,1044,956,91.57
February,2025,120,Zona Metropolitana De Guadalajara,948,868,91.56
June,2025,44,Sureste,1335,1222,91.54
April,2025,1,Ciudad De México,1891,1731,91.54
May,2025,15,Noroeste,1509,1381,91.52
January,2025,55,Sur,1331,1218,91.51
September,2025,104,Ciudad De México,1637,1498,91.51
July,2025,42,Zona Metropolitana De Guadalajara,800,732,91.5
February,2025,89,Sureste,1082,990,91.5
January,2025,39,Sur,834,763,91.49
January,2025,75,Sur,893,817,91.49
April,2025,94,Sureste,857,784,91.48
September,2025,58,Sur,1279,1170,91.48
November,2025,125,Sur,1301,1190,91.47
July,2025,90,Sureste,527,482,91.46
December,2025,69,Sur,503,460,91.45
March,2025,4,Sureste,924,845,91.45
August,2025,61,Noroeste,1334,1220,91.45
February,2025,8,Sur,770,704,91.43
September,2025,87,Sur,1377,1259,91.43
August,2025,55,Bajío,2054,1878,91.43
June,2025,26,Sur,478,437,91.42
August,2025,55,Sur,1397,1277,91.41
November,2025,68,Bajío,2038,1863,91.41
May,2025,98,Zona Metropolitana De Guadalajara,1555,1421,91.38
October,2025,112,Bajío,1590,1453,91.38
January,2025,92,Sureste,626,572,91.37
November,2025,27,Sureste,509,465,91.36
April,2025,54,Noroeste,1782,1628,91.36
October,2025,19,Sureste,1664,1520,91.35
April,2025,54,Sur,1073,980,91.33
July,2025,11,Noroeste,1822,1664,91.33
April,2025,45,Sureste,1233,1126,91.32
July,2025,19,Sur,1279,1168,91.32
May,2025,63,Ciudad De México,1336,1220,91.32
July,2025,9,Sur,1001,914,91.31
October,2025,113,Noroeste,1563,1427,91.3
April,2025,61,Noroeste,1410,1287,91.28
March,2025,63,Sur,870,794,91.26
December,2025,108,Sureste,1316,1201,91.26
October,2025,96,Sureste,1762,1608,91.26
May,2025,100,Bajío,1405,1282,91.25
July,2025,109,Bajío,1358,1239,91.24
September,2025,15,Zona Metropolitana De Monterrey,2111,1926,91.24
September,2025,112,Sur,1003,915,91.23
July,2025,11,Sur,1664,1518,91.23
May,2025,81,Zona Metropolitana De Guadalajara,1412,1288,91.22
November,2025,63,Sur,830,757,91.2
December,2025,58,Sureste,898,819,91.2
February,2025,15,Sur,1239,1130,91.2
January,2025,35,Noroeste,1078,983,91.19
May,2025,110,Sureste,1214,1107,91.19
October,2025,113,Sur,1361,1241,91.18
April,2025,34,Sur,1065,971,91.17
March,2025,97,Noroeste,1847,1684,91.17
August,2025,67,Sur,778,709,91.13
July,2025,103,Noroeste,1081,985,91.12
April,2025,115,Sureste,1314,1197,91.1
November,2025,29,Sureste,606,552,91.09
April,2025,113,Sur,1156,1053,91.09
May,2025,55,Noroeste,1369,1247,91.09
January,2025,54,Sureste,1446,1317,91.08
November,2025,126,Sur,750,683,91.07
April,2025,1,Noroeste,1635,1489,91.07
September,2025,98,Zona Metropolitana De Guadalajara,1903,1733,91.07
May,2025,49,Noroeste,1119,1019,91.06
June,2025,87,Sur,1293,1177,91.03
December,2025,71,Noroeste,1382,1258,91.03
November,2025,49,Zona Metropolitana De Guadalajara,1427,1299,91.03
August,2025,11,Sur,1302,1185,91.01
May,2025,115,Sur,1100,1001,91.0
March,2025,128,Zona Metropolitana De Guadalajara,976,888,90.98
July,2025,58,Zona Metropolitana De Guadalajara,1341,1220,90.98
February,2025,27,Bajío,631,574,90.97
February,2025,6,Sur,698,635,90.97
January,2025,6,Sureste,852,775,90.96
January,2025,105,Sureste,985,896,90.96
June,2025,27,Sur,453,412,90.95
July,2025,122,Noroeste,608,553,90.95
May,2025,107,Sureste,1259,1145,90.95
July,2025,27,Noroeste,585,532,90.94
July,2025,8,Sur,1082,984,90.94
February,2025,63,Zona Metropolitana De Guadalajara,1379,1254,90.94
March,2025,101,Sureste,1379,1254,90.94
May,2025,1,Noroeste,1422,1293,90.93
August,2025,37,Zona Metropolitana De Monterrey,1599,1454,90.93
July,2025,42,Sur,584,531,90.92
November,2025,32,Noroeste,1418,1289,90.9
April,2025,107,Sur,1615,1468,90.9
June,2025,94,Sur,768,698,90.89
October,2025,130,Noroeste,1009,917,90.88
May,2025,72,Noroeste,1469,1335,90.88
January,2025,124,Noroeste,679,617,90.87
April,2025,101,Sur,1193,1084,90.86
March,2025,121,Bajío,797,724,90.84
November,2025,60,Noroeste,818,743,90.83
April,2025,96,Sureste,1646,1495,90.83
March,2025,72,Noroeste,1657,1505,90.83
July,2025,20,Sur,1231,1118,90.82
December,2025,14,Zona Metropolitana De Guadalajara,1798,1633,90.82
October,2025,24,Noroeste,663,602,90.8
March,2025,121,Sureste,728,661,90.8
December,2025,21,Zona Metropolitana De Guadalajara,815,740,90.8
September,2025,14,Ciudad De México,2564,2328,90.8
August,2025,24,Sur,520,472,90.77
December,2025,130,Bajío,1040,944,90.77
April,2025,45,Noroeste,1127,1023,90.77
August,2025,54,Sureste,1753,1591,90.76
December,2025,47,Sur,1296,1176,90.74
August,2025,2,Sur,1143,1037,90.73
September,2025,66,Sur,1131,1026,90.72
June,2025,53,Sur,709,643,90.69
April,2025,102,Noroeste,870,789,90.69
April,2025,52,Bajío,1020,925,90.69
August,2025,54,Zona Metropolitana De Monterrey,2031,1842,90.69
January,2025,3,Noroeste,944,856,90.68
February,2025,97,Sureste,1738,1576,90.68
April,2025,68,Sur,1283,1163,90.65
December,2025,55,Zona Metropolitana De Guadalajara,2052,1860,90.64
April,2025,114,Noroeste,1558,1412,90.63
November,2025,72,Noroeste,1590,1441,90.63
February,2025,84,Bajío,1205,1092,90.62
November,2025,44,Bajío,1257,1139,90.61
October,2025,87,Sureste,1406,1274,90.61
September,2025,4,Bajío,1074,973,90.6
April,2025,21,Sur,520,471,90.58
July,2025,116,Zona Metropolitana De Monterrey,795,720,90.57
September,2025,118,Sur,880,797,90.57
March,2025,118,Sureste,1071,970,90.57
April,2025,85,Sur,975,883,90.56
June,2025,116,Sureste,561,508,90.55
July,2025,122,Sur,645,584,90.54
August,2025,73,Zona Metropolitana De Monterrey,2069,1873,90.53
July,2025,47,Sur,1530,1385,90.52
June,2025,88,Noroeste,558,505,90.5
August,2025,60,Noroeste,726,657,90.5
September,2025,56,Sureste,1158,1048,90.5
September,2025,79,Sur,1051,951,90.49
March,2025,89,Bajío,1240,1122,90.48
October,2025,14,Sureste,1492,1350,90.48
May,2025,58,Sur,975,882,90.46
August,2025,64,Zona Metropolitana De Guadalajara,1184,1071,90.46
March,2025,106,Sur,1162,1051,90.45
March,2025,40,Noroeste,1215,1099,90.45
September,2025,67,Bajío,837,757,90.44
August,2025,100,Zona Metropolitana De Monterrey,1600,1447,90.44
October,2025,50,Sureste,721,652,90.43
May,2025,100,Sur,1003,907,90.43
June,2025,47,Sureste,1641,1484,90.43
September,2025,100,Sur,1062,960,90.4
July,2025,127,Sur,1454,1314,90.37
October,2025,45,Sureste,1058,956,90.36
June,2025,87,Sureste,1463,1322,90.36
April,2025,65,Sureste,1389,1255,90.35
February,2025,21,Sureste,528,477,90.34
May,2025,102,Sureste,683,617,90.34
July,2025,112,Bajío,1232,1113,90.34
March,2025,110,Sureste,1219,1101,90.32
October,2025,94,Sur,846,764,90.31
June,2025,79,Sur,1639,1480,90.3
April,2025,13,Sureste,1071,967,90.29
September,2025,97,Bajío,1936,1748,90.29
October,2025,3,Sur,864,780,90.28
April,2025,103,Noroeste,916,827,90.28
November,2025,41,Sur,1235,1115,90.28
March,2025,18,Sureste,1325,1196,90.26
December,2025,113,Sur,1415,1277,90.25
May,2025,74,Sureste,799,721,90.24
June,2025,81,Zona Metropolitana De Guadalajara,1230,1110,90.24
October,2025,7,Noroeste,983,887,90.23
September,2025,83,Bajío,1852,1671,90.23
March,2025,8,Sureste,951,858,90.22
November,2025,62,Zona Metropolitana De Guadalajara,1237,1116,90.22
June,2025,6,Sur,827,746,90.21
July,2025,5,Bajío,1041,939,90.2
August,2025,18,Sureste,1233,1112,90.19
December,2025,26,Zona Metropolitana De Guadalajara,741,668,90.15
April,2025,93,Sureste,863,778,90.15
November,2025,108,Ciudad De México,1988,1792,90.14
February,2025,47,Noroeste,1277,1151,90.13
July,2025,94,Sur,820,739,90.12
December,2025,68,Sureste,1690,1523,90.12
March,2025,23,Sureste,556,501,90.11
August,2025,120,Sureste,839,756,90.11
April,2025,94,Sur,667,601,90.1
May,2025,50,Sur,717,646,90.1
February,2025,121,Ciudad De México,1050,946,90.1
October,2025,111,Noroeste,928,836,90.09
March,2025,126,Sureste,825,743,90.06
September,2025,13,Zona Metropolitana De Monterrey,1961,1766,90.06
June,2025,113,Ciudad De México,2293,2065,90.06
September,2025,110,Sur,1186,1068,90.05
September,2025,93,Sureste,1286,1158,90.05
June,2025,113,Sur,1285,1157,90.04
August,2025,70,Zona Metropolitana De Guadalajara,742,668,90.03
June,2025,46,Sureste,1133,1020,90.03
May,2025,73,Sur,1554,1399,90.03
November,2025,59,Zona Metropolitana De Guadalajara,1413,1272,90.02
June,2025,104,Sur,950,855,90.0
May,2025,127,Sur,1388,1249,89.99
September,2025,63,Ciudad De México,1387,1248,89.98
April,2025,124,Sur,618,556,89.97
December,2025,18,Sureste,1435,1291,89.97
July,2025,90,Sur,448,403,89.96
March,2025,55,Zona Metropolitana De Guadalajara,1802,1621,89.96
February,2025,128,Sureste,657,591,89.95
June,2025,13,Sureste,1163,1046,89.94
December,2025,52,Sureste,983,884,89.93
July,2025,104,Noroeste,1013,911,89.93
February,2025,37,Noroeste,1151,1035,89.92
December,2025,116,Sur,456,410,89.91
September,2025,102,Bajío,892,802,89.91
October,2025,61,Ciudad De México,1526,1372,89.91
October,2025,13,Sureste,1433,1288,89.88
December,2025,113,Noroeste,2006,1803,89.88
April,2025,17,Zona Metropolitana De Monterrey,1984,1783,89.87
January,2025,34,Sureste,1006,904,89.86
July,2025,19,Ciudad De México,2062,1853,89.86
May,2025,83,Sureste,1407,1264,89.84
September,2025,52,Ciudad De México,1442,1295,89.81
December,2025,90,Noroeste,676,607,89.79
October,2025,5,Sur,725,651,89.79
May,2025,79,Sur,1292,1160,89.78
August,2025,47,Noroeste,1741,1563,89.78
October,2025,123,Noroeste,1317,1182,89.75
February,2025,18,Sureste,1452,1303,89.74
August,2025,102,Sureste,603,541,89.72
July,2025,11,Zona Metropolitana De Monterrey,1693,1519,89.72
February,2025,21,Sur,554,497,89.71
May,2025,101,Bajío,1633,1465,89.71
April,2025,84,Sur,1272,1141,89.7
April,2025,28,Sur,533,478,89.68
November,2025,35,Sur,1027,921,89.68
October,2025,20,Noroeste,1444,1295,89.68
April,2025,64,Noroeste,1220,1094,89.67
January,2025,15,Sureste,1247,1118,89.66
June,2025,61,Noroeste,1206,1081,89.64
October,2025,108,Noroeste,1236,1108,89.64
January,2025,43,Zona Metropolitana De Guadalajara,1969,1765,89.64
May,2025,106,Sureste,1302,1167,89.63
March,2025,118,Sur,1137,1019,89.62
March,2025,32,Sureste,1243,1114,89.62
April,2025,72,Sureste,1378,1235,89.62
August,2025,109,Sur,1290,1156,89.61
May,2025,97,Bajío,1935,1734,89.61
February,2025,22,Bajío,596,534,89.6
August,2025,77,Sur,1192,1068,89.6
May,2025,15,Sureste,1404,1258,89.6
October,2025,52,Sur,913,818,89.59
December,2025,79,Sur,1161,1040,89.58
June,2025,24,Sureste,441,395,89.57
December,2025,124,Zona Metropolitana De Monterrey,863,773,89.57
July,2025,78,Noroeste,1122,1005,89.57
July,2025,123,Sureste,1131,1013,89.57
May,2025,80,Bajío,1044,935,89.56
August,2025,87,Sur,1196,1071,89.55
February,2025,122,Sureste,736,659,89.54
July,2025,7,Noroeste,1080,967,89.54
February,2025,24,Zona Metropolitana De Monterrey,878,786,89.52
August,2025,61,Sureste,1183,1059,89.52
